created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Mar 28 14:03:11 +0000 2024;1,77E+18;🇺🇸 El conocido puente Francis Scott Key de Baltimore, en Estados Unidos, se desplomó en el agua este martes después de que un barco de carga colisionara contra uno de sus pilares. Así era el puente derribado en EEUU👇🏻 https://t.co/DEfAlmeYyD;0;0;0;0;es;253202011;1,77E+18;sandramorenog_;https://twitter.com/sandramorenog_/status/1773350122488750328
Thu Mar 28 14:03:03 +0000 2024;1,77E+18;@R19cakra @Chavesz08 Kasus anis ini banyak, lihat saja pas a pilpres ini dipastikan akan berurusan dengan KPK dan besar kemungkinan masuk bui;0;0;0;0;in;1,45E+18;1,77E+18;kiran_basroni;https://twitter.com/kiran_basroni/status/1773350091471904899
Thu Mar 28 14:02:56 +0000 2024;1,77E+18;@syahrial_nst @PDemokrat @SBYudhoyono @prabowo jadi apa alasannya prabowo gak lulus di tahun yang sama dengan SBY? Klaim hermawan sulistyo pas pilpres 2014 itu bohong kan?;0;0;0;0;in;1,71E+18;1,77E+18;tertibnalar_;https://twitter.com/tertibnalar_/status/1773350059523887332
Thu Mar 28 14:02:39 +0000 2024;1,77E+18;@MasBRO_back Bearti Kecurangan pemilu dan pilpres hanya bisa diselesaikan dijalan melalui sidang rakyat atau parlrmen jalanan,;0;0;0;0;in;1,62E+18;1,77E+18;BuanaJannah;https://twitter.com/BuanaJannah/status/1773349988006760700
Thu Mar 28 14:01:10 +0000 2024;1,77E+18;Eu ainda n aceitei que o joker é imoral jogando, mas o denver é um time que tem peças que se completam, com pilares e playmakers.  o suns merece ficar fora pro KD deixar de ser paneleiro   lakers de fora dos playoffs é loucura total  kings merece essa vaguinha  golden que se foda;0;0;0;0;pt;1,04E+18;1,77E+18;eoguiziin;https://twitter.com/eoguiziin/status/1773349617272340537
Thu Mar 28 14:01:00 +0000 2024;1,77E+18;¿Qué le espera a la comunicación en Europa? Estos son los cinco pilares principales https://t.co/kpVAekWhUO https://t.co/k9QDdbLgkw;0;0;0;0;es;18045145;1,77E+18;mkdirecto;https://twitter.com/mkdirecto/status/1773349574263918760
Thu Mar 28 14:00:45 +0000 2024;1,77E+18;@JMilei @el_pais Presidente Milei Ud junto con @nayibbukele son los dos pilares y esperanza para que Latinoamérica no se convierta en Letrinoamérica, gracias por no aplaudir a los dictadores y aspirantes como @petrogustavo que apoyan grupos terroristas ;0;0;0;0;es;175847838;1,77E+18;SolidGroupTech;https://twitter.com/SolidGroupTech/status/1773349513496768834
Thu Mar 28 14:00:24 +0000 2024;1,77E+18;Saya curiga hotman dan otto ketika pilpres enggak nyoblos prabowo 🤣;0;4;5;17;in;1,27E+18;1,77E+18;Tan_Mar3M;https://twitter.com/Tan_Mar3M/status/1773349421951955427
Thu Mar 28 14:00:01 +0000 2024;1,77E+18;VIVER MAIS E MELHOR  Você tem um propósito de vida? Entenda por que esse é um dos pilares da longevidade nas 'blue zones', regiões com mais centenários do mundo  https://t.co/DTZRUtitgd;0;1;1;3;pt;9317502;1,77E+18;Estadao;https://twitter.com/Estadao/status/1773349328280531313
Thu Mar 28 13:58:54 +0000 2024;1,77E+18;Gokillll juga, ada setidaknya 4 menteri diajukan sebagai saksi dalam kasus sengketa pilpres 2024 🫡;0;0;0;0;in;1,09E+18;1,77E+18;Zarin12MJ;https://twitter.com/Zarin12MJ/status/1773349044540051479
Thu Mar 28 13:58:02 +0000 2024;1,77E+18;@PSOE @estherpcamarero Estáis destrozando los pilares d la constitución y vais a venir con mierdas d vuestra memoria podrida, anda q os den ya y q llegue el tiempo en que vayáis desfilando;0;0;0;1;es;447400967;1,77E+18;Julito_vg;https://twitter.com/Julito_vg/status/1773348826985759112
Thu Mar 28 13:57:35 +0000 2024;1,77E+18;@ajengcute16__ Cuma org yg IQ nya diatas cerdas menyamakan pertandingan sepak bola dg pilpres..;0;0;0;0;in;8,21E+17;1,77E+18;Bayouiraone1;https://twitter.com/Bayouiraone1/status/1773348714389610830
Thu Mar 28 13:56:02 +0000 2024;1,77E+18;@tijabar bali itu emang pdip tp bukan berarti coblos ganjar. dijatim menang PKB tp pilpres menang Prabowo. facta emang tdk bs dibandingkan dg logika dan prasangka;0;0;0;0;in;2384764039;1,77E+18;ArekNdeso79;https://twitter.com/ArekNdeso79/status/1773348324248109471
Thu Mar 28 13:55:23 +0000 2024;1,77E+18;@tanyakanrl Aku kepo siapa sebenarnya yg di incar? Trus mereka pas pilpres kemarin ngasih duit ke paslon mana?;0;0;0;0;in;308359731;1,77E+18;qwnhani;https://twitter.com/qwnhani/status/1773348160926093453
Thu Mar 28 13:55:22 +0000 2024;1,77E+18;PAN sebut pembahasan soal susunan kabinet Prabowo-Gibran kemungkinan baru akan dibahas setelah gugatan sengketa Pilpres di MK selesai https://t.co/wu2maAIB2x;0;0;0;0;in;23343960;1,77E+18;kompascom;https://twitter.com/kompascom/status/1773348155507302529
Thu Mar 28 13:55:21 +0000 2024;1,77E+18;Si quieres saber + sobre #compraspublicas te invitamos a formar parte de nuestro equipo de practicantes con ingreso en Abril, Julio, Septiembre conocerás en mundo de la Innovación,Cocreacion en base de los pilares del #estadoabierto https://t.co/YNW17qaAHJ https://t.co/8ODVaeklHG;0;0;0;0;es;1,17E+18;1,77E+18;cicab_org;https://twitter.com/cicab_org/status/1773348153565073542
Thu Mar 28 13:54:33 +0000 2024;1,77E+18;@javiervoncount Al parecer podìan haber puesto defensas a los pilares, aunque quizá no hubieran sido suficientes en este caso, el hecho es que no tenía ninguna. Son pilares independientes de acero y hormigón clavadas en el fondo rodeando el pilar del ;0;0;0;0;es;1633425966;1,77E+18;MV3ga;https://twitter.com/MV3ga/status/1773347953136005487
Thu Mar 28 13:54:27 +0000 2024;1,77E+18;Momen Cawapres dari paslon 01, Dr. (H.C.) Drs. H. Abdul Muhaimin Iskandar, https://t.co/xumjmeNIJG. atau biasa di kenal Cak Imin, ditegur oleh petugas keamanan Mahkamah Konstitusi (MK) karena sibuk menggunakan ponselnya ketika sidang Sengketa Pilpres pada Rabu (27/3/2024)  Hal… https://t.co/2g6qtuOhuF;0;0;1;2;in;48359478;1,77E+18;Melihat_Indo;https://twitter.com/Melihat_Indo/status/1773347925805941044
Thu Mar 28 13:54:27 +0000 2024;1,77E+18;La rápida respuesta de Segura EP y la colaboración interinstitucional son pilares fundamentales para enfrentar los desafíos de seguridad en Guayaquil. @aquilesalvarez;0;0;0;0;es;1,28E+18;1,77E+18;Pasimerval;https://twitter.com/Pasimerval/status/1773347924883194021
Thu Mar 28 13:54:12 +0000 2024;1,77E+18;@zzz_purple @Catolicismooo E tu acha que quando a gente vai à missa faz oq???? As liturgias são tiradas de onde????????? UM DOS PILARES DE IGREJA CATÓLICA É A TRADIÇÃO, mas isso não significa que não lemos a bíblia, com esse seu comentário é no;0;0;0;0;pt;7,90E+17;1,77E+18;LisaMjjyana;https://twitter.com/LisaMjjyana/status/1773347862627103186
Thu Mar 28 13:53:53 +0000 2024;1,77E+18;@detikcom Bukan nya dari awal sudah cacat hukum dan dipersoalkan bahkan tata hukum pun sampe bengong di buat nya... Dan tdk di indahkan... Jd bkn soal menang atau kalah pilpres...Statement macam apa itu KPU??.. Kalian tu jobside nya buzzer kah? 🤦‍♀;0;0;0;0;in;632110491;1,77E+18;FifitNurKha;https://twitter.com/FifitNurKha/status/1773347781890978088
Thu Mar 28 13:53:49 +0000 2024;1,77E+18;Benar sekali jika ambil langkah di Oposisi rasanya akan semakin sulit nanti,dan Mbk Puan rasanya memiliki nilai jual yang sangat tinggi di Bursa Pilpres mendatang;0;0;0;0;in;3046442101;1,77E+18;Wage_Esuk;https://twitter.com/Wage_Esuk/status/1773347765155733963
Thu Mar 28 13:53:47 +0000 2024;1,77E+18;"@GTorreAmione @TecSaludMX Si pero si los individuos con experiencia y capacidad tecnica"" no se arremangan las mangas para  trabajar por el beneficio del pais. no quieren dejar la comodidad y hacen su ""revolucion"" desde Twitter sin dar propuestas seguiran ";0;0;0;0;es;1338242108;1,77E+18;samuelmh00;https://twitter.com/samuelmh00/status/1773347758507733196
Thu Mar 28 13:53:32 +0000 2024;1,77E+18;Istana Pastikan Tak Akan Terlibat di Sidang Sengketa Pilpres.  Artinya fix istana terlibat! 🤣🤣🤣👎👎👎;0;1;3;11;in;105085302;1,77E+18;bachrum_achmadi;https://twitter.com/bachrum_achmadi/status/1773347695442133311
Thu Mar 28 13:51:24 +0000 2024;1,77E+18;@Malfermento @PabloCarrerasV @RealZaragoza @radiomarcazgz Desde q empezaron a remixarla y ponerla de moda alla por Pilares hemos caido cuesta abajo y sin frenos;0;0;0;0;es;948915865;1,77E+18;SirDestruction8;https://twitter.com/SirDestruction8/status/1773347160802677155
Thu Mar 28 13:50:44 +0000 2024;1,77E+18;@GibrolMbah saya tidak tertarik dg sidang pilpres di MK, tidak layak ada sidang krn pemilu 2024 adalah PEMILU YG TERBAIK, sangat jujur, adil, demokratis, transparan dimana tiap org bisa cek foto form C unt dicocokkan dg foto miliknya masing2, shg tidak ak;0;0;0;0;in;3248886918;1,77E+18;wrahardian2;https://twitter.com/wrahardian2/status/1773346990354481641
Thu Mar 28 13:50:33 +0000 2024;1,77E+18;Este Sr Díaz liberó presos un el primer gobierno de Pinocho Vázquez  Es uno de los pilares del fracaso del Fraude Amplio en seguridad junto a Bonomi y Layera La opinión de fracasados tiene poco valor;0;0;0;0;es;1,16E+18;1,77E+18;FigaresRuiz;https://twitter.com/FigaresRuiz/status/1773346946062639582
Thu Mar 28 13:50:11 +0000 2024;1,77E+18;Por si preguntaran por que cambio de roster de Argentina que va a pasar con dex, sora y compañía sorayushi sigue con nosotros como al igual rodri con ariel serán los pilares fundamentales del equipo en esta función como al igual los chicos que vienen a integrarse a nosotros,;0;1;0;0;es;1,57E+18;1,77E+18;KVAL_lol;https://twitter.com/KVAL_lol/status/1773346853729308924
Thu Mar 28 13:50:06 +0000 2024;1,77E+18;@Werkudoro0907 @Dennysiregar7 @officialMKRI saya tidak tertarik dg sidang pilpres di MK, tidak layak ada sidang krn pemilu 2024 adalah PEMILU YG TERBAIK, sangat jujur, adil, demokratis, transparan dimana tiap org bisa cek foto form C unt dicocokkan dg fot;0;0;0;0;in;3248886918;1,77E+18;wrahardian2;https://twitter.com/wrahardian2/status/1773346833399480663
Thu Mar 28 13:49:49 +0000 2024;1,77E+18;Puan: Belum Ada Pergerakan soal Hak Angket Kecurangan Pilpres 2024 di DPR   https://t.co/NMTgGIDTPr https://t.co/NMTgGIDTPr;0;0;0;0;in;1,64E+18;1,77E+18;posaktualcom;https://twitter.com/posaktualcom/status/1773346760783466772
Thu Mar 28 13:48:26 +0000 2024;1,77E+18;@felipebapo Hahaha.. na sequência tem que foi um dos pilares pra retomar o orgulho de ser tricolor, citando participação em 2000, 01 e 02.  Ainda bem que eles sabem o nome do outro pilar..;0;0;0;0;pt;55760358;1,77E+18;rr_ribeiro;https://twitter.com/rr_ribeiro/status/1773346412329095177
Thu Mar 28 13:48:12 +0000 2024;1,77E+18;@detikcom Permasalahan pilpres 2024 bkn pada capres dan cawapresnya tp pemerintah istana yg membuat permasalahannya dgn ikut campur dengan menggunakan kekuasaannya untuk menekan bawahannya agar mendukung paslon yg dia tunjuk;0;0;0;0;in;8,47E+17;1,77E+18;SuryaAd43744936;https://twitter.com/SuryaAd43744936/status/1773346353806037303
Thu Mar 28 13:47:18 +0000 2024;1,77E+18;@fer2365 No, se parece a Sánchez con su partido y socios, chocando con los pilares de la Democracia y la Constitución y derribando a España.;0;0;0;0;es;1,44E+18;1,77E+18;Olavide6;https://twitter.com/Olavide6/status/1773346128869659070
Thu Mar 28 13:46:57 +0000 2024;1,77E+18;@CNNIndonesia Bukan peserta pilpres yg harus keberatan, tapi KPU harusnya menegakkan aturan yang sudah ditetapkan.;0;0;0;0;in;9,82E+17;1,77E+18;tk4old_elman;https://twitter.com/tk4old_elman/status/1773346039413477868
Thu Mar 28 13:45:08 +0000 2024;1,77E+18;⚒ El pavimento y los pilares del mirador de San Amaro serán renovados https://t.co/n38vFUKmv0;0;0;0;1;es;121706064;1,77E+18;vozcoruna;https://twitter.com/vozcoruna/status/1773345579705176347
Thu Mar 28 13:44:05 +0000 2024;1,77E+18;Todung: Tidak Ada Kekacauan Tata Negara Jika Pilpres Diulang Tanpa Prabowo-Gibran https://t.co/zgn4hpAc42 #Pemilu;0;1;1;4;in;47596019;1,77E+18;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1773345317632749692
Thu Mar 28 13:43:46 +0000 2024;1,77E+18;@ganjarpranowo @TodungLubis @mohmahfudmd Tuanku ya rakyat.. Jabatan cuma mandat   -s&amp k berlaku (jika menang pilpres) 🤣;0;0;0;0;in;2616135298;1,77E+18;nd_geograper;https://twitter.com/nd_geograper/status/1773345236963442897
Thu Mar 28 13:43:27 +0000 2024;1,77E+18;@detikcom Bukan, pilpres ngga akan dipersoalkan kalo Gilbran ngga ikut pilpres. Masalah utamanya itu di Gibran Tenyom… SEJAK AWAL!!!;0;0;0;0;in;1325998964;1,77E+18;beluga_dragon;https://twitter.com/beluga_dragon/status/1773345158085353560
Thu Mar 28 13:42:33 +0000 2024;1,77E+18;Anis iki jan buerisik jaman mulai pilkada sampek pilpres.;0;0;0;0;in;217176829;1,77E+18;ellangadityaa;https://twitter.com/ellangadityaa/status/1773344933224550850
Thu Mar 28 13:42:30 +0000 2024;1,77E+18;verás como no pedís que llueva en pilares y ahí os la suda todo lo que conllevan esas fiestas 💋;0;0;0;1;es;1,55E+18;1,77E+18;f94pugh;https://twitter.com/f94pugh/status/1773344920826159281
Thu Mar 28 13:42:17 +0000 2024;1,77E+18;Terbukti menangkan pilpres 2 kali, pengamat nilai peran Demokrat menangkan Prabowo-Gibran sangat vital.. yec  PDemokrat AgusYudhoyono Demokrat Dihati Rakyat https://t.co/bHgcY0DPU6;0;0;0;0;in;1,71E+18;1,77E+18;kuku_kuin;https://twitter.com/kuku_kuin/status/1773344864538595483
Thu Mar 28 13:41:59 +0000 2024;1,77E+18;@pumukista fiestas mayores catolicas todas carnaval catolico fallas san josé pilares virgen del pilar sanfermines san fermin las ferias en honor al patrón;0;1;0;1;es;272096235;1,77E+18;prinxsvq;https://twitter.com/prinxsvq/status/1773344790920278280
Thu Mar 28 13:40:40 +0000 2024;1,77E+18;@Bara_rc @_Marlboro1 Yg namanya demokrasi itu dari rakyat oleh rakyat untuk rakyat, semua sistem pemerintahan datang dari rakyat kek elu yg lgsng memilih pas pemilu pilpres pilkada dll, jadi demokrasi hancur dibagian mananya? Emng rakyat ga bisa memilih?;0;3;0;0;in;9,58E+17;1,77E+18;dionwiyoko56;https://twitter.com/dionwiyoko56/status/1773344456999055486
Thu Mar 28 13:40:17 +0000 2024;1,77E+18;@javiervoncount @desselebrada Pues por lo visto sí se puede. Las bases de los pilares puente pueden tener protecciones que hagan que el barco no llegue a estos pilares o el puente puede estar construido de tal forma que la pérdida de una sección no hag;0;0;0;1;es;582082372;1,77E+18;SubotaiBaatur;https://twitter.com/SubotaiBaatur/status/1773344361738072273
Thu Mar 28 13:40:06 +0000 2024;1,77E+18;Bocil baby Nepo ko sombong y https://t.co/FTteEutahx;0;0;0;0;in;1,64E+18;1,77E+18;Ganjar_Mahfud03;https://twitter.com/Ganjar_Mahfud03/status/1773344316032696435
Thu Mar 28 13:40:00 +0000 2024;1,77E+18;Nama Gus Miftah Diseret ke Sidang Sengketa Pilpres 2024 di MK https://t.co/wCEMC3uqEa;0;5;15;30;in;1,24E+18;1,77E+18;democrazymedia;https://twitter.com/democrazymedia/status/1773344288874868852
Thu Mar 28 13:39:00 +0000 2024;1,77E+18;Vem ouvir o que foi eleito “o melhor álbum do ano”, bateria! Xande Canta Caetano… Clica aí!!  https://t.co/GZ9kMU3Bus;1;3;1;35;pt;67939411;1,77E+18;xandedepilares;https://twitter.com/xandedepilares/status/1773344037250191614
Thu Mar 28 13:38:57 +0000 2024;1,77E+18;Puan: Belum Ada Pergerakan soal Hak Angket Kecurangan Pilpres 2024 di DPR https://t.co/J6avzfm9Pf;0;3;0;0;in;3319260420;1,77E+18;geloraco;https://twitter.com/geloraco/status/1773344023652004013
Thu Mar 28 13:38:35 +0000 2024;1,77E+18;🗓️ #28Mar || La Constitución de los Estados Unidos de Venezuela fue aprobada el 28 de marzo de 1864 y ratificada por la Asamblea Constituyente de la Federación. Este documento es ampliamente reconocido como uno de los pilares fundamentales del sistema político venezolano. https://t.co/VRvYywllcz;0;0;0;0;es;1,74E+18;1,77E+18;Drmtoccidental;https://twitter.com/Drmtoccidental/status/1773343932916564292
Thu Mar 28 13:38:31 +0000 2024;1,77E+18;cancelemos fiestas mayores, carnavales, sanfermines,fallas, pilares, ferias TODO que ocupan la via pública a trabajar 7 dias a la semana 24/7 que asi no molestamos a nadie;0;4;1;19;es;272096235;1,77E+18;prinxsvq;https://twitter.com/prinxsvq/status/1773343915468358074
